,Unnamed: 0,Name,Coupon,Maturity Date,Quantity,Cost Val,Market Val,Asset Type,Year,Ticker
111,159,MORGAN STANLEY ,3.63,2027-01-20,570000.0,572625.74,552078.5,Corporate Bonds,2023,MS
112,160,MORGAN STANLEY FORMERLY MORGAN,3.77,2029-01-24,595000.0,637875.7,564562.89,Corporate Bonds,2023,MS
113,161,ORACLE CORP ,2.5,2025-04-01,1265000.0,1264531.95,1201897.9,Corporate Bonds,2023,ORCL
114,162,ORACLE CORP ,2.88,2031-03-25,410000.0,409364.5,337804.27,Corporate Bonds,2023,ORCL
115,163,PACIFIC GAS & ELEC CO ,2.5,2031-02-01,690000.0,689282.4,527802.98,Corporate Bonds,2023,PCG
116,164, COMMONWEALTH BK AUSTRALI,3.78,2032-03-14,375000.0,375000.0,330352.07,Corporate Bonds,2023,CBA.AX
117,165, GTP ACQUISITION PARTNERS,3.48,2025-06-16,822000.0,833836.8,809438.61,Corporate Bonds,2023,GTPL.BO
118,166, MAGALLANES  ,4.4,2032-03-15,1685000.0,1684465.12,1505956.06,Corporate Bonds,2023,0P0001572Y.F
119,167, NATIONAL AUSTRALIA BANK ,3.35,2037-01-12,345000.0,345000.0,289499.95,Corporate Bonds,2023,NAB.AX
120,168, ROCHE HOLDINGS  ,1.93,2028-12-13,1030000.0,1030000.0,910353.02,Corporate Bonds,2023,RHHBY
121,169, ROGERS COMMUNICATIONS IN,3.8,2032-03-15,1375000.0,1371933.75,1257313.75,Corporate Bonds,2023,RCI-B.TO
122,170, SOCIETE GENERALE ,3.34,2033-01-21,515000.0,515000.0,421351.96,Corporate Bonds,2023,GLE.PA
123,171, VOLKSWAGEN GROUP AMER FI,3.13,2023-05-12,920000.0,919558.4,913412.23,Corporate Bonds,2023,VWAGY
124,172,T-MOBILE USA  ,3.88,2030-04-15,675000.0,724194.0,629947.85,Corporate Bonds,2023,TMUS
125,173,T-MOBILE USA  FIXED ,3.75,2027-04-15,1395000.0,1534215.42,1343272.8,Corporate Bonds,2023,TMUS
126,174,T-MOBILE USA  SR SECD NT 14,0.0,2032-03-15,205000.0,173826.5,173826.5,Corporate Bonds,2023,TMUS
127,175,VERIZON COMMUNICATIONS ,2.1,2028-03-22,765000.0,764655.75,679489.52,Corporate Bonds,2023,VZ
128,176,VERIZON COMMUNICATIONS ,2.55,2031-03-21,390000.0,388397.1,333452.94,Corporate Bonds,2023,VZ
129,177,VERIZON COMMUNICATIONS  1.7,1.75,2031-01-20,290000.0,286360.5,232934.64,Corporate Bonds,2023,VZ
130,178,"VERIZON COMMUNICATIONS,  2.",2.36,2032-03-15,410000.0,339004.37,339946.86,Corporate Bonds,2023,VZ
131,179,VMWARE  SR NT ,1.8,2028-08-15,745000.0,741133.45,618692.19,Corporate Bonds,2023,VMW
132,180,VOLKSWAGEN GROUP AMER FIN LLC ,4.25,2023-11-13,435000.0,443642.96,434951.45,Corporate Bonds,2023,VWAGY
133,181,WELLS FARGO & CO MEDIUM TERM S,2.19,2026-04-30,1285000.0,1285000.0,1202184.65,Corporate Bonds,2023,WFC
134,182,STARBUCKS CORP ,3.0,2032-02-14,295000.0,294442.45,256426.48,Corporate Bonds,2023,SBUX
612,681,ADVENTIST HEALTH SYS/WEST 2.43,2.43,2024-09-01,784000.0,784000.0,759536.73,Corporate Bonds,2023,SDA
613,682,AMAZON.COM  ,3.45,2029-04-13,1343000.0,1340099.12,1305507.12,Corporate Bonds,2023,AMZN
614,683,AMER AIRLINES ,3.15,2033-08-15,610727.32,610727.32,539836.96,Corporate Bonds,2023,AAL
615,684,ANHEUSER-BUSCH COS LLC CORP 3.,3.65,2026-02-01,1275000.0,1286670.08,1254268.69,Corporate Bonds,2023,BUD
616,685,ANHEUSER-BUSCH INBEV WORLDWIDE,4.75,2029-01-23,163000.0,198529.11,165830.27,Corporate Bonds,2023,BUD
617,686,APTIV PLC ,3.25,2032-03-01,803000.0,801324.65,682221.03,Corporate Bonds,2023,APTV
618,687,AQUARION CO ,4.0,2024-08-15,1380000.0,1515488.4,1367172.06,Corporate Bonds,2023,ES
619,688,ASCENSION ,2.53,2029-11-15,1759000.0,1822170.45,1589469.69,Corporate Bonds,2023,ACE.NZ
620,689,AT&T  ,2.9,2024-06-12,833000.0,815448.69,835572.1,Corporate Bonds,2023,T
621,690,AT&T  SR NT 144A ZERO CPN C,0.0,2022-11-27,3000000.0,2544890.0,2956590.99,Corporate Bonds,2023,T
622,691,BAE SYS PLC ,3.4,2030-04-15,744000.0,792709.68,679161.83,Corporate Bonds,2023,BA.L
623,692,BANK AMER CORP ,3.42,2028-12-20,596000.0,669238.68,555029.82,Corporate Bonds,2023,BAIBUU.CO
624,693,BANK AMER CORP ,3.5,2026-04-19,503000.0,518933.44,490046.0,Corporate Bonds,2023,BAIBUU.CO
625,694,BANK AMER CORP ,3.56,2027-04-23,320000.0,351820.8,306323.73,Corporate Bonds,2023,BAIBUU.CO
626,695,BANK OF AMERICA CORP ,1.73,2027-07-22,1030000.0,1030000.0,915562.9,Corporate Bonds,2023,BAC
627,696,BERKSHIRE HATHAWAY ENERGY CO 3,3.5,2025-02-01,1400000.0,1454558.0,1400630.22,Corporate Bonds,2023,BRK-B
628,697,BMW US CAP LLC GTD NT 144A 3.4,3.45,2027-04-01,779000.0,778182.05,759374.15,Corporate Bonds,2023,BMW26165-USD
629,698,BOEING CO FIXED ,5.15,2030-05-01,1019000.0,1026778.6,978115.73,Corporate Bonds,2023,BA
630,699,BROADCOM  ,4.11,2028-09-15,936000.0,1066019.05,888112.49,Corporate Bonds,2023,AVGO
631,700,BROOKFIELD FIN  ,3.9,2028-01-25,992000.0,1062769.28,947857.23,Corporate Bonds,2023,BNH
632,701,CHARTER COMMUNICATIONS OPER LL,4.91,2025-07-23,1879000.0,1981827.28,1883359.28,Corporate Bonds,2023,CHTR
633,702,CIGNA CORP NEW ,3.0,2023-07-15,900000.0,954912.08,893245.44,Corporate Bonds,2023,CGN.MU
634,703,CIGNA CORP NEW CORP ,4.13,2025-11-15,838000.0,908231.04,838918.68,Corporate Bonds,2023,CGN.MU
635,704,CITIGROUP  ,3.2,2026-10-21,544000.0,557268.16,517640.16,Corporate Bonds,2023,C
636,705,COMCAST CORP NEW ,3.95,2025-10-15,613000.0,683795.37,615418.46,Corporate Bonds,2023,CTP2.SG
637,706,COMMONSPIRIT HEALTH ,1.55,2025-10-01,1045000.0,1045000.0,963931.36,Corporate Bonds,2023,US:US20268JAA16
638,707,DELTA AIR LINES  DEL ,2.0,2029-12-10,1369040.88,1369040.88,1194311.41,Corporate Bonds,2023,DAL
639,708,DELTA AIR LINES PASS THRU TR 2,3.63,2027-07-30,469053.08,476675.18,443770.7,Corporate Bonds,2023,NaN
640,709,DIGITAL RLTY TR LP ,3.6,2029-07-01,245000.0,272266.05,221419.0,Corporate Bonds,2023,NaN
641,710,DIGITAL RLTY TR LP FIXED ,3.7,2027-08-15,736000.0,745597.44,701089.11,Corporate Bonds,2023,NaN
642,711,DISNEY WALT CO ,3.35,2025-03-24,576000.0,628778.88,570916.43,Corporate Bonds,2023,NaN
643,712,DTE ENERGY CO FIXED ,1.05,2025-06-01,959000.0,961742.74,882059.94,Corporate Bonds,2023,NaN
644,713,EXELON CORP ,3.35,2032-03-15,458000.0,457688.56,410489.8,Corporate Bonds,2023,NaN
645,714,EXELON CORP ,3.95,2025-06-15,1335000.0,1447242.75,1330403.82,Corporate Bonds,2023,NaN
646,715,FEDERAL RLTY INVT TR ,1.25,2026-02-15,727000.0,722194.53,650417.94,Corporate Bonds,2023,NaN
647,716,FLORIDA PWR & LT CO 1ST MTG BD,2.45,2032-02-03,673000.0,671923.2,586415.28,Corporate Bonds,2023,NaN
648,717,GOLDMAN SACHS GROUP  ,3.8,2030-03-15,1000000.0,992040.0,927269.84,Corporate Bonds,2023,NaN
649,718,HEALTHCARE TR AMER HLDGS LP 3.,3.1,2030-02-15,1090000.0,1177134.6,939150.94,Corporate Bonds,2023,NaN
650,719,HEALTHPEAK PPTYS  SR NT 2.1,2.13,2028-12-01,1353000.0,1344854.94,1168476.34,Corporate Bonds,2023,NaN
651,720,HEWLETT PACKARD ,4.9,2025-10-15,1350000.0,1469286.0,1370371.15,Corporate Bonds,2023,NaN
652,721,HP  ,4.75,2028-01-15,515000.0,514181.15,508887.67,Corporate Bonds,2023,NaN
653,722,INFOR  ,1.45,2023-07-15,1037000.0,1036678.53,1008867.57,Corporate Bonds,2023,NaN
654,723,INTERSTATE PWR & LT CO ,2.3,2030-06-01,1117000.0,1116693.23,950462.65,Corporate Bonds,2023,NaN
655,724,JERSEY CENT PWR & LT CO ,4.3,2026-01-15,1119000.0,1135460.49,1105216.08,Corporate Bonds,2023,NaN
656,725,JPM CHASE ,2.96,2033-01-25,767000.0,767000.0,658362.76,Corporate Bonds,2023,NaN
657,726,JPMORGAN CHASE & CO ,4.2,2029-07-23,955000.0,955000.0,921082.92,Corporate Bonds,2023,NaN
658,727,JPMORGAN CHASE & CO ,4.57,2030-06-14,759000.0,759000.0,745150.57,Corporate Bonds,2023,NaN
659,728,KKR GROUP FIN CO XII LLC SR NT,4.85,2032-05-17,693000.0,691334.01,684178.55,Corporate Bonds,2023,NaN
660,729,LINCOLN NATL CORP IND ,3.4,2031-01-15,630000.0,628620.3,563126.75,Corporate Bonds,2023,NaN
661,730,LINCOLN NATL CORP IND ,3.63,2026-12-12,866000.0,952894.44,838602.38,Corporate Bonds,2023,NaN
662,731,LOWES COS  ,4.5,2030-04-15,1300000.0,1538745.0,1284403.61,Corporate Bonds,2023,NaN
663,732,MANULIFE FINL CORP SR NT 3.703,3.7,2032-03-16,787000.0,787000.0,723215.79,Corporate Bonds,2023,NaN
664,733,MCDONALDS CORP MED TERM ,3.5,2027-07-01,1400000.0,1549338.0,1371751.65,Corporate Bonds,2023,NaN
665,734,MOODYS CORP ,2.0,2031-08-19,819000.0,808074.54,667912.62,Corporate Bonds,2023,NaN
666,735,MORGAN STANLEY ,3.62,2031-04-01,1100000.0,1211023.0,1010398.85,Corporate Bonds,2023,NaN
667,736,MORGAN STANLEY ,3.7,2024-10-23,1300000.0,1367561.0,1297207.38,Corporate Bonds,2023,NaN
668,737,NORTHEAST UTILS ,3.15,2025-01-15,625000.0,646868.75,612346.16,Corporate Bonds,2023,NaN
669,738,NXP B V/NXP FDG LLC/NXP USA IN,4.4,2027-06-01,1269000.0,1267310.27,1249240.5,Corporate Bonds,2023,NaN
670,739,OCCIDENTAL PETE CORP SR NT ,0.0,2036-10-10,2024000.0,963452.33,1002698.34,Corporate Bonds,2023,NaN
671,740,PHILLIPS 66 PARTNERS LP ,3.61,2025-02-15,595000.0,586059.58,588080.13,Corporate Bonds,2023,NaN
672,741, AIA GROUP LTD ,3.2,2025-03-11,1455000.0,1500786.07,1433620.04,Corporate Bonds,2023,NaN
673,742, AIR CANADA 2015-1A PTT 3,3.6,2028-09-15,478073.2,481097.65,452673.08,Corporate Bonds,2023,NaN
674,743, BAE SYS HLDGS  GTD NT,3.8,2024-10-07,1858000.0,1967989.52,1839531.65,Corporate Bonds,2023,NaN
675,744, BLACKSTONE HLDGS FIN L L,4.75,2023-02-15,2125000.0,2295834.27,2123143.07,Corporate Bonds,2023,NaN
676,745, BNP PARIBAS ,2.59,2028-01-20,670000.0,670000.0,602655.39,Corporate Bonds,2023,NaN
677,746, CREDIT SUISSE GROUP AG 1,1.31,2027-02-02,653000.0,653000.0,561277.01,Corporate Bonds,2023,NaN
678,747, EQUITABLE FINL LIFE GLOB,1.4,2025-07-07,1268000.0,1265679.56,1165325.41,Corporate Bonds,2023,NaN
679,748, FERGUSON FIN PLC ,4.5,2028-10-24,1207000.0,1202775.5,1172249.23,Corporate Bonds,2023,NaN
680,749, FIVE CORNERS FDG TR SECS,4.42,2023-11-15,1000000.0,1074820.0,1005501.55,Corporate Bonds,2023,NaN
681,750, GA GLOBAL FDG TR MEDIUM ,3.85,2025-04-11,1385000.0,1384612.2,1358651.7,Corporate Bonds,2023,NaN
682,751, HYUNDAI CAP AMER MEDIUM ,2.38,2023-02-10,830000.0,829643.1,819348.34,Corporate Bonds,2023,NaN
683,752, KKR GROUP FIN CO VI LLC ,3.75,2029-07-01,1072000.0,1069505.54,1002104.23,Corporate Bonds,2023,NaN
684,753, LIBERTY MUT GROUP  4.,4.57,2029-02-01,1005000.0,1115581.43,988173.65,Corporate Bonds,2023,NaN
685,754, LIBERTY MUT GROUP  GT,4.25,2023-06-15,679000.0,721411.06,678497.95,Corporate Bonds,2023,NaN
686,755, MACQUARIE GROUP LTD SR 4,4.15,2024-03-27,1371000.0,1371000.0,1371402.47,Corporate Bonds,2023,NaN
687,756, MAGALLANES  ,4.24,2029-03-15,487000.0,487000.0,446080.57,Corporate Bonds,2023,NaN
688,757, PEACHTREE CORNERS FDG TR,3.98,2025-02-15,900000.0,905696.31,890328.36,Corporate Bonds,2023,NaN
689,758, PENSKE TRUCK LEASING CO ,3.9,2024-02-01,1691000.0,1687550.36,1682671.52,Corporate Bonds,2023,NaN
690,759, SCHLUMBERGER HLDGS CORP ,3.9,2028-05-17,2522000.0,2528153.68,2382941.01,Corporate Bonds,2023,NaN
691,760, SMBC AVIATION CAP FIN DA,3.0,2022-07-15,1198000.0,1205675.44,1197830.64,Corporate Bonds,2023,NaN
692,761,RAYTHEON TECHNOLOGIES CORP NT ,1.9,2031-09-01,1097000.0,1096594.11,898854.32,Corporate Bonds,2023,NaN
693,762,STANDARD CHARTERED PLC ,1.32,2023-10-14,641000.0,641000.0,636367.28,Corporate Bonds,2023,NaN
694,763,SUNOCO LOGISTICS PARTNERS OPER,3.9,2026-07-15,548000.0,545691.4,526561.17,Corporate Bonds,2023,NaN
695,764,T-MOBILE USA  ,3.5,2025-04-15,900000.0,975924.0,880236.0,Corporate Bonds,2023,NaN
696,765,T-MOBILE USA  SR SECD NT 1.,1.5,2026-02-15,600000.0,600834.0,542124.52,Corporate Bonds,2023,NaN
697,766,TAKE-TWO INTERACTIVE SOFTWARE ,3.55,2025-04-14,857000.0,856640.06,842934.16,Corporate Bonds,2023,NaN
698,767,TEXTRON  ,3.0,2030-06-01,1000000.0,932840.0,869828.03,Corporate Bonds,2023,NaN
699,768,TORONTO DOMINION BK SR MEDIUM ,1.15,2025-06-12,1574000.0,1573921.3,1452185.57,Corporate Bonds,2023,NaN
700,769,TORONTO-DOMINION BANK 10/03/20,3.2,2032-03-10,1014000.0,1012022.7,905014.26,Corporate Bonds,2023,NaN
701,770,TOYOTA MTR CR CORP MEDIUM TERM,3.0,2025-04-01,1100000.0,1170653.0,1079057.95,Corporate Bonds,2023,NaN
702,771,TRUIST BK GLOBAL FIXED ,1.5,2025-03-10,1562000.0,1558782.28,1474356.18,Corporate Bonds,2023,NaN
703,772,TRUIST FINL CORP SR MED TERM N,1.2,2025-08-05,936000.0,935007.84,859883.85,Corporate Bonds,2023,NaN
704,773,UBS GROUP FDG JERSEY LTD 4.125,4.13,2026-04-15,1900000.0,2002723.0,1869879.57,Corporate Bonds,2023,NaN
705,774,UNITED AIRLS 2014-1 PASS THRU,4.0,2027-10-11,1908177.64,2010917.0,1795798.57,Corporate Bonds,2023,NaN
706,775,VERIZON COMMUNICATIONS ,4.13,2027-03-16,843000.0,848589.09,840962.68,Corporate Bonds,2023,NaN
707,776,VERIZON COMMUNICATIONS  3.0,3.0,2027-03-22,816000.0,815611.3,775051.4,Corporate Bonds,2023,NaN
708,777,VERIZON COMMUNICATIONS  4.3,4.33,2028-09-21,644000.0,713933.76,640492.9,Corporate Bonds,2023,NaN
709,778,WEC ENERGY GROUP  ,1.38,2027-10-15,1570000.0,1568744.0,1360435.63,Corporate Bonds,2023,NaN
710,779,WELLS FARGO & CO MEDIUM TERM S,2.19,2026-04-30,2291000.0,2291000.0,2143350.23,Corporate Bonds,2023,NaN
711,780,WORKDAY  ,4.1,2029-04-01,498000.0,497970.12,465824.45,Corporate Bonds,2023,NaN
923,1010,ABBVIE  ,2.3,2022-11-21,550000.0,569576.13,548905.63,Corporate Bonds,2023,NaN
924,1011,ABBVIE  ,3.6,2025-05-14,60000.0,61723.8,59024.28,Corporate Bonds,2023,NaN
925,1012,AIG GLOBAL FDG SR SECD MEDIUM ,0.9,2025-09-22,150000.0,149875.5,134554.4,Corporate Bonds,2023,NaN
926,1013,ALBEMARLE CORP ,4.65,2027-06-01,150000.0,149862.0,147615.93,Corporate Bonds,2023,NaN
927,1014,AMEREN ILL CO ,3.25,2025-03-01,410000.0,428516.2,404999.91,Corporate Bonds,2023,NaN
928,1015,AMERICAN EXPRESS CO ,2.25,2025-03-04,430000.0,429565.7,413085.94,Corporate Bonds,2023,NaN
929,1016,AMERICAN EXPRESS CO ,3.38,2024-05-03,70000.0,69993.0,69496.21,Corporate Bonds,2023,NaN
930,1017,AMERICAN EXPRESS CO ,3.4,2024-02-22,100000.0,104671.0,99681.74,Corporate Bonds,2023,NaN
931,1018,AMERICAN EXPRESS CO FLTG 08-03,2.04,2023-08-03,90000.0,90000.0,89894.29,Corporate Bonds,2023,NaN
932,1019,AMERICAN HONDA FIN CORP MED TE,0.75,2024-08-09,410000.0,409729.4,385612.72,Corporate Bonds,2023,NaN
933,1020,AMERICAN HONDA FIN CORP MED TE,1.5,2025-01-13,160000.0,159873.6,151830.15,Corporate Bonds,2023,NaN
934,1021,AMPHENOL CORP NEW ,2.05,2025-03-01,195000.0,194666.55,186280.65,Corporate Bonds,2023,NaN
935,1022,ANHEUSER-BUSCH COS LLC CORP 3.,3.65,2026-02-01,200000.0,226258.0,196748.03,Corporate Bonds,2023,NaN
936,1023,ASTRAZENECA FIN LLC .,0.7,2024-05-28,210000.0,209981.1,198998.32,Corporate Bonds,2023,NaN
937,1024,AT&T  ,2.9,2024-06-12,260000.0,261900.8,260802.82,Corporate Bonds,2023,NaN
938,1025,AT&T  ,1.65,2028-02-01,370000.0,369533.8,320091.35,Corporate Bonds,2023,NaN
939,1026,AT&T  ,2.3,2027-06-01,80000.0,79881.6,73027.53,Corporate Bonds,2023,NaN
940,1027,ATMOS ENERGY CORP .,0.63,2023-03-09,275000.0,274443.5,270118.15,Corporate Bonds,2023,NaN
941,1028,AVALONBAY COMMUNITIES IN ,3.5,2024-11-15,480000.0,476526.4,474229.81,Corporate Bonds,2023,NaN
942,1029,BAE SYS HLDGS  ,3.85,2025-12-15,410000.0,463492.7,402613.58,Corporate Bonds,2023,NaN
943,1030,BAKER HUGHES HLDGS LLC/BAKER H,1.23,2023-12-15,290000.0,290000.0,281536.92,Corporate Bonds,2023,NaN
944,1031,BANK AMER CORP .,0.98,2025-09-25,220000.0,220000.0,203542.02,Corporate Bonds,2023,NaN
945,1032,BANK AMER CORP ,2.02,2026-02-13,430000.0,447806.3,403009.04,Corporate Bonds,2023,NaN
946,1033,BANK AMER CORP ,4.38,2028-04-27,100000.0,100000.0,98447.07,Corporate Bonds,2023,NaN
947,1034,BANK MONTREAL MEDIUM TERM SR N,0.63,2024-07-09,440000.0,439322.4,413872.0,Corporate Bonds,2023,NaN
948,1035,BANK MONTREAL MEDIUM TERM SR N,1.25,2026-09-15,130000.0,129780.3,115161.18,Corporate Bonds,2023,NaN
949,1036,BANK MONTREAL MEDIUM TERM SR N,1.5,2025-01-10,110000.0,109941.7,103809.25,Corporate Bonds,2023,NaN
950,1037,BANK MONTREAL QUE MEDIUM TERM ,3.7,2025-06-07,70000.0,69983.9,69380.15,Corporate Bonds,2023,NaN
951,1038,BANK NEW YORK MELLON CORP MEDI,3.43,2025-06-13,130000.0,130000.0,128953.87,Corporate Bonds,2023,NaN
952,1039,BANK NOVA SCOTIA B C .,0.65,2024-07-31,130000.0,129884.3,121867.05,Corporate Bonds,2023,NaN
953,1040,BANK NOVA SCOTIA B C ,1.3,2026-09-15,150000.0,149992.5,133196.92,Corporate Bonds,2023,NaN
954,1041,BANK NOVA SCOTIA B C ,1.45,2025-01-10,70000.0,69953.1,66244.79,Corporate Bonds,2023,NaN
955,1042,BANK NOVA SCOTIA B C ,2.95,2027-03-11,100000.0,100000.0,94069.66,Corporate Bonds,2023,NaN
956,1043,BANK OF AMERICA CORP  ,3.0,2023-12-20,577000.0,557555.68,575108.52,Corporate Bonds,2023,NaN
957,1044,BANK OF AMERICA CORP 04/02/202,1.84,2025-02-04,300000.0,300000.0,289188.09,Corporate Bonds,2023,NaN
958,1045,BANK OF AMERICA CORP MTN ,0.81,2024-10-24,700000.0,700000.0,667135.38,Corporate Bonds,2023,NaN
959,1046,BANK OF AMERICA CORPORATION MT,1.53,2025-12-06,450000.0,450000.0,418700.35,Corporate Bonds,2023,NaN
960,1047,BANK OF AMERICA CORPORATION MT,3.38,2026-04-02,150000.0,150000.0,145395.66,Corporate Bonds,2023,NaN
961,1048,BANK OF MONTREAL ,2.15,2024-03-08,90000.0,89937.0,88013.44,Corporate Bonds,2023,NaN
962,1049,BANK OF NOVA SCOTIA .,0.4,2023-09-15,80000.0,79931.2,77240.98,Corporate Bonds,2023,NaN
963,1050,BANK OF NOVA SCOTIA ,3.45,2025-04-11,140000.0,139841.8,138152.0,Corporate Bonds,2023,NaN
964,1051,BANK OF NOVA SCOTIA ,2.2,2025-02-03,240000.0,254493.6,229659.02,Corporate Bonds,2023,NaN
965,1052,BAXTER INTL  ,1.32,2024-11-29,560000.0,524876.99,525710.87,Corporate Bonds,2023,NaN
966,1053,BB&T BRH BKG & TR CO GLOBAL BK,3.63,2025-09-16,500000.0,497305.0,489513.75,Corporate Bonds,2023,NaN
967,1054,BB&T CORP SR MEDIUM TERM NTS B,2.2,2023-03-16,275000.0,274796.5,273506.59,Corporate Bonds,2023,NaN
